cont_id,gender,age_years,highest_edu,annual_invest,annual_income,activity_level,churn,cust_id,total_txns,total_txn_amount,avg_txn_amount,avg_daily_txns
1009525899,MALE,69.79,1,0.0,13770.0,1,0,1009525899,255,8820.289999999999,34.58937254901961,0.6986301369863014
1009525902,FEMALE,70.56,1,0.0,28909.0,3,0,1009525902,255,10815.270000000002,42.412823529411774,0.6986301369863014
1009525905,FEMALE,37.55,1,0.0,18751.0,4,0,1009525905,86,6975.819999999998,81.1141860465116,0.2356164383561644
1009525908,MALE,72.76,2,97832.0,114646.0,1,1,1009525908,83,6541.830000000001,78.81722891566267,0.2273972602739726
1009525911,MALE,24.39,2,14445.0,48558.0,1,1,1009525911,237,7898.989999999997,33.329071729957796,0.6493150684931507
1009525914,FEMALE,68.03,4,0.0,20934.0,5,0,1009525914,238,8807.639999999996,37.006890756302504,0.6520547945205479
1009525917,MALE,26.18,1,0.0,21760.0,2,0,1009525917,84,2921.319999999999,34.777619047619034,0.23013698630136986
1009525920,FEMALE,40.56,4,0.0,17102.0,2,0,1009525920,11,575.38,52.307272727272725,0.030136986301369864
1009525923,MALE,47.21,4,0.0,13868.0,2,0,1009525923,237,8430.500000000002,35.571729957805914,0.6493150684931507
1009525926,FEMALE,69.81,1,0.0,19633.0,1,0,1009525926,230,9144.190000000004,39.75734782608698,0.6301369863013698
1009525929,FEMALE,44.71,4,0.0,14840.0,1,1,1009525929,150,6338.369999999997,42.25579999999998,0.410958904109589
1009525932,FEMALE,34.55,1,0.0,36552.0,1,0,1009525932,197,18149.139999999996,92.12761421319794,0.5397260273972603
1009525935,MALE,41.98,4,7462.0,45292.0,4,0,1009525935,191,6410.74,33.564083769633505,0.5232876712328767
1009525938,FEMALE,40.91,4,11939.0,33792.0,3,1,1009525938,194,7349.509999999999,37.88407216494845,0.5315068493150685
1009525941,FEMALE,48.75,1,0.0,14530.0,1,0,1009525941,237,7890.76,33.29434599156118,0.6493150684931507
1009525944,FEMALE,22.24,2,104353.0,179889.0,1,1,1009525944,160,7020.939999999993,43.88087499999996,0.4383561643835616
1009525947,FEMALE,32.06,4,10711.0,53390.0,2,0,1009525947,65,3713.1800000000003,57.12584615384616,0.1780821917808219
1009525950,MALE,24.94,1,0.0,18336.0,1,1,1009525950,15,713.1399999999998,47.54266666666665,0.0410958904109589
1009525953,MALE,57.5,1,0.0,21237.0,1,0,1009525953,233,8575.810000000005,36.80605150214594,0.6383561643835617
1009525956,FEMALE,27.34,2,116186.0,95416.0,3,0,1009525956,253,8722.23,34.47521739130435,0.6931506849315069
1009525959,MALE,45.73,4,0.0,21571.0,1,1,1009525959,40,1628.6700000000003,40.716750000000005,0.1095890410958904
1009525962,MALE,38.16,4,0.0,21987.0,2,0,1009525962,254,9697.740000000002,38.180078740157484,0.6958904109589041
1009525965,FEMALE,75.03,1,0.0,19014.0,0,0,1009525965,259,9364.85,36.15772200772201,0.7095890410958904
1009525968,FEMALE,67.94,1,0.0,18710.0,0,1,1009525968,152,3802.1699999999996,25.01427631578947,0.41643835616438357
1009525971,MALE,26.19,4,0.0,15629.0,1,1,1009525971,245,9543.300000000003,38.9522448979592,0.6712328767123288
1009525974,MALE,67.5,1,0.0,13616.0,0,0,1009525974,241,8962.800000000001,37.19004149377594,0.6602739726027397
1009525977,FEMALE,60.83,4,13918.0,21219.0,1,0,1009525977,140,8196.87,58.54907142857144,0.3835616438356164
1009525980,FEMALE,50.07,4,0.0,32507.0,2,0,1009525980,107,13393.910000000003,125.17672897196265,0.29315068493150687
1009525983,FEMALE,38.17,1,0.0,15615.0,4,0,1009525983,232,8243.749999999998,35.53340517241379,0.6356164383561644
1009525986,MALE,64.13,1,0.0,14679.0,2,0,1009525986,158,8173.339999999998,51.72999999999999,0.4328767123287671
1009525989,MALE,20.25,4,0.0,33618.0,4,0,1009525989,82,3338.280000000001,40.71073170731709,0.22465753424657534
1009525992,FEMALE,30.15,1,0.0,17246.0,2,1,1009525992,238,8147.860000000001,34.23470588235294,0.6520547945205479
1009525995,FEMALE,63.73,4,0.0,20591.0,2,0,1009525995,297,40754.72,137.22127946127947,0.8136986301369863
1009525998,FEMALE,46.93,1,0.0,22122.0,1,1,1009525998,260,7857.700000000002,30.221923076923083,0.7123287671232876
1009526001,FEMALE,60.15,1,0.0,16780.0,1,0,1009526001,83,7156.480000000001,86.22265060240966,0.2273972602739726
1009526004,FEMALE,54.7,4,0.0,18053.0,3,1,1009526004,193,7614.97,39.45580310880829,0.5287671232876713
1009526007,FEMALE,57.72,1,0.0,14946.0,2,0,1009526007,161,5814.539999999998,36.11515527950309,0.4410958904109589
1009526010,FEMALE,81.84,1,0.0,15817.0,3,0,1009526010,243,6777.710000000002,27.891810699588486,0.6657534246575343
1009526013,MALE,41.01,2,9466.0,42029.0,2,0,1009526013,239,8807.920000000002,36.85322175732218,0.6547945205479452
1009526016,FEMALE,52.39,1,0.0,21836.0,2,0,1009526016,256,10206.449999999999,39.868945312499996,0.7013698630136986
1009526019,MALE,35.89,2,5002.0,56792.0,4,0,1009526019,239,8714.230000000005,36.46121338912136,0.6547945205479452
1009526022,MALE,49.56,4,0.0,30067.0,1,0,1009526022,121,4999.650000000001,41.31942148760331,0.3315068493150685
1009526025,FEMALE,54.99,2,116344.0,94841.0,1,0,1009526025,21,642.43,30.59190476190476,0.057534246575342465
1009526028,FEMALE,39.86,4,0.0,19328.0,4,0,1009526028,198,18590.509999999987,93.89146464646458,0.5424657534246575
1009526031,FEMALE,70.59,3,104031.0,88246.0,0,1,1009526031,80,2623.6800000000003,32.79600000000001,0.2191780821917808
1009526034,MALE,23.82,4,0.0,17105.0,2,1,1009526034,254,13970.799999999996,55.003149606299196,0.6958904109589041
1009526037,FEMALE,40.11,4,0.0,24808.0,0,1,1009526037,239,8954.28,37.46560669456067,0.6547945205479452
1009526040,FEMALE,37.99,4,0.0,36736.0,1,1,1009526040,260,13912.899999999998,53.51115384615384,0.7123287671232876
1009526043,MALE,59.69,1,0.0,16058.0,2,0,1009526043,194,7526.57,38.79675257731959,0.5315068493150685
1009526046,MALE,42.73,4,11255.0,32400.0,1,1,1009526046,189,20591.029999999995,108.94724867724865,0.5178082191780822
1009526049,MALE,84.61,1,0.0,18525.0,2,0,1009526049,35,1579.3199999999997,45.12342857142856,0.0958904109589041
1009526052,MALE,40.87,4,6718.0,29900.0,3,0,1009526052,240,12401.799999999983,51.67416666666659,0.6575342465753424
1009526055,FEMALE,71.42,1,0.0,19360.0,1,0,1009526055,245,6996.570000000003,28.557428571428584,0.6712328767123288
1009526058,MALE,29.7,1,0.0,36766.0,2,1,1009526058,47,2092.39,44.51893617021276,0.12876712328767123
1009526061,FEMALE,34.69,4,0.0,26797.0,2,0,1009526061,104,2966.5600000000004,28.524615384615387,0.28493150684931506
1009526064,FEMALE,46.87,1,0.0,14820.0,2,0,1009526064,241,13361.290000000003,55.44103734439835,0.6602739726027397
1009526067,FEMALE,47.22,4,12536.0,39614.0,3,0,1009526067,255,7746.779999999997,30.379529411764693,0.6986301369863014
1009526070,FEMALE,56.61,1,0.0,19019.0,1,1,1009526070,245,12703.550000000003,51.85122448979593,0.6712328767123288
1009526073,FEMALE,48.19,1,0.0,17195.0,2,0,1009526073,70,6098.740000000001,87.12485714285715,0.1917808219178082
1009526076,FEMALE,27.54,1,0.0,22912.0,4,1,1009526076,190,7343.830000000003,38.65173684210528,0.5205479452054794
1009526079,MALE,58.44,1,0.0,20879.0,3,0,1009526079,64,1608.66,25.1353125,0.17534246575342466
1009526082,MALE,34.51,4,0.0,15729.0,1,1,1009526082,243,9047.25,37.23148148148148,0.6657534246575343
1009526085,MALE,59.78,1,0.0,18781.0,4,0,1009526085,238,7560.7699999999995,31.767941176470586,0.6520547945205479
1009526088,FEMALE,42.58,4,0.0,30808.0,3,0,1009526088,204,7685.129999999995,37.67220588235291,0.5589041095890411
1009526091,MALE,44.55,3,114047.0,208174.0,5,0,1009526091,215,6943.399999999997,32.294883720930216,0.589041095890411
1009526094,FEMALE,29.69,4,0.0,16665.0,1,1,1009526094,257,8083.869999999995,31.454747081712043,0.7041095890410959
1009526097,MALE,45.79,4,0.0,17249.0,0,1,1009526097,241,7473.099999999999,31.008713692946056,0.6602739726027397
1009526100,MALE,71.56,1,0.0,23688.0,0,1,1009526100,424,21472.030000000017,50.641580188679285,1.1616438356164382
1009526103,FEMALE,30.16,4,0.0,37568.0,1,1,1009526103,99,3542.069999999999,35.77848484848484,0.27123287671232876
1009526106,MALE,34.51,4,0.0,16335.0,2,0,1009526106,240,7853.069999999998,32.721124999999994,0.6575342465753424
1009526109,MALE,74.35,1,0.0,33158.0,2,0,1009526109,240,7599.0899999999965,31.662874999999985,0.6575342465753424
1009526112,FEMALE,46.46,2,93613.0,137448.0,4,0,1009526112,187,5258.269999999998,28.119090909090897,0.5123287671232877
1009526115,FEMALE,56.2,1,0.0,18199.0,1,0,1009526115,254,23266.660000000003,91.60102362204726,0.6958904109589041
1009526400,MALE,61.4,1,0.0,17815.0,2,1,1009526400,494,20657.81999999999,41.817449392712525,1.3534246575342466
1009526540,FEMALE,39.86,1,0.0,22628.0,3,0,1009526540,69,3591.6099999999997,52.05231884057971,0.18904109589041096
1009526550,FEMALE,37.49,1,0.0,16342.0,1,1,1009526550,132,6945.679999999998,52.61878787878786,0.36164383561643837
1009526580,MALE,85.43,1,0.0,16787.0,4,0,1009526580,48,1353.6800000000003,28.20166666666667,0.13150684931506848
1009526590,MALE,44.78,4,0.0,14836.0,5,0,1009526590,102,2944.9,28.87156862745098,0.27945205479452057
1009526770,FEMALE,66.09,4,13244.0,44395.0,2,0,1009526770,69,4986.94,72.27449275362318,0.18904109589041096
1009526775,MALE,34.9,2,5096.0,77325.0,5,0,1009526775,138,9973.880000000001,72.27449275362319,0.3780821917808219
1009526780,FEMALE,34.59,4,0.0,21042.0,1,0,1009526780,52,1629.9199999999998,31.34461538461538,0.14246575342465753
1009526790,FEMALE,49.05,1,0.0,16009.0,2,0,1009526790,110,3824.600000000003,34.769090909090934,0.3013698630136986
1009526800,MALE,58.91,1,0.0,21897.0,1,0,1009526800,173,6584.770000000002,38.06225433526013,0.473972602739726
1009526810,FEMALE,48.6,1,0.0,25468.0,5,0,1009526810,338,12802.359999999993,37.87680473372779,0.9260273972602739
1009526880,FEMALE,70.39,4,0.0,16497.0,2,0,1009526880,376,15669.42,41.67398936170213,1.0301369863013699
1009526890,MALE,37.72,1,0.0,22430.0,5,0,1009526890,184,7651.1200000000035,41.5821739130435,0.5041095890410959
1009526940,FEMALE,22.84,1,0.0,13929.0,1,1,1009526940,240,6733.309999999996,28.055458333333316,0.6575342465753424
1009526950,MALE,49.27,4,0.0,17534.0,3,0,1009526950,476,13382.060000000005,28.11357142857144,1.3041095890410959
1009526960,FEMALE,57.61,1,0.0,13095.0,0,0,1009526960,276,8550.6,30.980434782608697,0.7561643835616438
1009526970,FEMALE,44.33,4,0.0,16288.0,1,1,1009526970,136,4233.020000000002,31.125147058823547,0.3726027397260274
1009526990,FEMALE,58.0,3,91268.0,96293.0,2,1,1009526990,195,16601.949999999993,85.1382051282051,0.5342465753424658
1009527000,FEMALE,57.08,2,12921.0,53751.0,1,0,1009527000,396,33376.76000000002,84.28474747474752,1.084931506849315
1009527020,MALE,42.02,1,0.0,20365.0,5,0,1009527020,502,14969.76,29.820239043824703,1.3753424657534246
1009527030,MALE,55.0,1,0.0,14414.0,2,1,1009527030,726,20615.670000000016,28.39623966942151,1.989041095890411
1009527040,FEMALE,26.03,4,0.0,13552.0,0,1,1009527040,238,6554.430000000002,27.539621848739504,0.6520547945205479
1009527120,FEMALE,39.24,1,0.0,22300.0,2,0,1009527120,514,18029.00000000002,35.075875486381356,1.4082191780821918
1009527130,FEMALE,50.13,1,0.0,17436.0,3,0,1009527130,255,8982.250000000007,35.2245098039216,0.6986301369863014
1009527300,MALE,39.21,4,7823.0,44981.0,2,1,1009527300,240,16870.380000000005,70.29325000000001,0.6575342465753424
1009527305,FEMALE,71.2,1,0.0,21315.0,0,0,1009527305,474,33300.77999999998,70.25481012658223,1.2986301369863014
1009527310,FEMALE,30.54,1,0.0,20720.0,2,1,1009527310,253,9812.800000000001,38.78577075098815,0.6931506849315069
1009527311,FEMALE,38.27,1,0.0,32993.0,0,1,1009527311,512,20065.58,39.1905859375,1.4027397260273973
1009527350,MALE,44.19,1,0.0,15497.0,0,1,1009527350,241,7338.819999999994,30.45153526970952,0.6602739726027397
1009527352,MALE,63.71,1,0.0,20322.0,2,0,1009527352,476,14497.520000000008,30.456974789915982,1.3041095890410959
1009527430,FEMALE,52.49,4,10063.0,27843.0,0,0,1009527430,132,5091.999999999998,38.575757575757564,0.36164383561643837
1009527440,MALE,61.65,1,0.0,18003.0,5,0,1009527440,65,2544.4499999999994,39.14538461538461,0.1780821917808219
1009527470,FEMALE,77.19,2,12156.0,29698.0,4,0,1009527470,138,6216.010000000002,45.0435507246377,0.3780821917808219
1009527508,MALE,60.14,2,81781.0,95592.0,5,0,1009527508,276,12441.460000000005,45.07775362318842,0.7561643835616438
1009527586,MALE,71.53,1,0.0,28466.0,3,0,1009527586,490,16643.759999999984,33.96685714285711,1.3424657534246576
1009527664,MALE,46.59,1,0.0,22943.0,2,0,1009527664,506,15112.640000000009,29.86687747035575,1.3863013698630138
1009527742,MALE,41.76,1,0.0,21228.0,2,0,1009527742,108,2788.14,25.81611111111111,0.2958904109589041
1009527770,FEMALE,48.7,1,0.0,19126.0,2,0,1009527770,246,8353.459999999995,33.9571544715447,0.673972602739726
1009527790,FEMALE,60.77,4,0.0,13007.0,3,0,1009527790,252,7482.509999999997,29.692499999999985,0.6904109589041096
1009527810,MALE,56.09,1,0.0,16218.0,4,1,1009527810,50,1312.3199999999997,26.246399999999994,0.136986301369863
1009527820,MALE,58.1,1,0.0,20237.0,2,0,1009527820,72,2506.2400000000002,34.808888888888895,0.19726027397260273
1009527880,MALE,73.55,1,0.0,17947.0,4,0,1009527880,35,1244.1499999999999,35.54714285714285,0.0958904109589041
1009527898,FEMALE,65.6,4,0.0,14825.0,0,0,1009527898,474,16160.060000000018,34.09295358649793,1.2986301369863014
1009527900,MALE,48.72,4,0.0,18734.0,4,0,1009527900,238,8099.85,34.03298319327731,0.6520547945205479
1009527976,FEMALE,24.14,1,0.0,13478.0,4,1,1009527976,500,15745.839999999986,31.49167999999997,1.36986301369863
1009528054,FEMALE,66.44,1,0.0,16561.0,2,0,1009528054,388,32234.579999999987,83.07881443298966,1.063013698630137
1009528132,FEMALE,21.13,1,0.0,22159.0,4,0,1009528132,198,16699.72,84.34202020202021,0.5424657534246575
1009528210,FEMALE,80.76,4,0.0,16478.0,2,0,1009528210,246,18760.339999999997,76.26154471544714,0.673972602739726
1009528260,FEMALE,64.91,4,0.0,14847.0,5,0,1009528260,254,7964.689999999999,31.357047244094485,0.6958904109589041
1009528288,MALE,73.23,1,0.0,35946.0,1,0,1009528288,130,17430.379999999997,134.07984615384612,0.3561643835616438
1009528366,FEMALE,68.76,4,0.0,14159.0,1,0,1009528366,68,4087.0600000000013,60.103823529411784,0.1863013698630137
1009528410,FEMALE,63.81,3,78373.0,93138.0,1,0,1009528410,195,16339.759999999997,83.79364102564101,0.5342465753424658
1009528444,FEMALE,31.48,1,0.0,15981.0,2,0,1009528444,192,9572.940000000004,49.85906250000002,0.5260273972602739
1009528522,MALE,85.9,4,0.0,16657.0,2,1,1009528522,474,17092.32000000001,36.05974683544306,1.2986301369863014
1009528570,MALE,32.72,4,8824.0,57497.0,2,0,1009528570,93,7926.84,85.23483870967742,0.2547945205479452
1009528600,MALE,63.93,2,75169.0,91911.0,2,0,1009528600,128,9676.109999999999,75.59460937499999,0.3506849315068493
1009528601,FEMALE,31.38,4,0.0,15149.0,2,0,1009528601,476,25742.47999999998,54.080840336134415,1.3041095890410959
1009528620,FEMALE,62.12,3,119243.0,171078.0,4,0,1009528620,63,8557.37,135.83126984126986,0.1726027397260274
1009528678,FEMALE,34.41,1,0.0,26901.0,2,0,1009528678,488,12915.160000000005,26.4654918032787,1.336986301369863
1009528756,FEMALE,45.64,1,0.0,36060.0,5,0,1009528756,98,3972.3200000000006,40.53387755102042,0.2684931506849315
1009528834,FEMALE,32.95,1,0.0,20643.0,4,0,1009528834,482,14093.739999999989,29.24012448132778,1.3205479452054794
1009528912,FEMALE,61.74,3,118024.0,109031.0,3,0,1009528912,602,79475.7999999999,132.0196013289035,1.6493150684931508
1009528990,MALE,24.92,1,0.0,25026.0,2,1,1009528990,504,16864.219999999998,33.46075396825396,1.3808219178082193
1009529068,MALE,29.37,4,0.0,16701.0,1,0,1009529068,484,15345.419999999998,31.705413223140493,1.326027397260274
1009529120,MALE,83.64,1,0.0,22459.0,1,0,1009529120,34,2043.5300000000002,60.10382352941177,0.09315068493150686
1009529146,MALE,79.13,1,0.0,16444.0,2,0,1009529146,506,17553.619999999988,34.690948616600764,1.3863013698630138
1009529224,MALE,47.97,1,0.0,14028.0,0,1,1009529224,506,21361.479999999985,42.21636363636361,1.3863013698630138
1009529302,MALE,45.52,4,0.0,37144.0,1,0,1009529302,176,14220.700000000006,80.79943181818186,0.4821917808219178
1009529380,MALE,24.56,4,14958.0,30477.0,4,0,1009529380,160,12819.82,80.123875,0.4383561643835616
1009529458,FEMALE,32.43,1,0.0,21872.0,2,0,1009529458,480,16061.820000000007,33.462125000000015,1.3150684931506849
1009529536,FEMALE,22.4,4,5566.0,58691.0,1,0,1009529536,474,17590.860000000004,37.11151898734178,1.2986301369863014
1009529614,FEMALE,54.68,1,0.0,30413.0,2,0,1009529614,170,5867.060000000001,34.51211764705883,0.4657534246575342
1009529650,MALE,52.71,1,0.0,28770.0,2,0,1009529650,94,4702.600000000002,50.02765957446811,0.25753424657534246
1009529692,MALE,59.93,1,0.0,14577.0,2,0,1009529692,18,992.54,55.14111111111111,0.049315068493150684
1009529720,FEMALE,46.65,1,0.0,20384.0,4,0,1009529720,239,8630.029999999999,36.10891213389121,0.6547945205479452
1009529740,FEMALE,33.71,1,0.0,33862.0,0,1,1009529740,238,12871.239999999994,54.08084033613443,0.6520547945205479
1009529770,FEMALE,29.67,1,0.0,16262.0,4,0,1009529770,478,17019.22000000002,35.60506276150632,1.3095890410958904
1009529830,MALE,41.58,1,0.0,13470.0,5,0,1009529830,244,6457.580000000008,26.46549180327872,0.6684931506849315
1009529840,MALE,54.15,4,0.0,18244.0,0,0,1009529840,49,1986.1600000000003,40.53387755102042,0.13424657534246576
1009529848,MALE,44.02,4,10105.0,47283.0,4,0,1009529848,456,18105.380000000005,39.704780701754395,1.2493150684931507
1009529910,FEMALE,38.17,1,0.0,14579.0,1,0,1009529910,241,7046.87,29.2401244813278,0.6602739726027397
1009529926,MALE,49.51,1,0.0,34859.0,2,0,1009529926,304,12859.739999999998,42.30177631578947,0.8328767123287671
1009529950,FEMALE,30.36,2,86143.0,176189.0,2,1,1009529950,301,39737.90000000002,132.01960132890372,0.8246575342465754
1009530004,FEMALE,34.51,2,94752.0,85470.0,2,0,1009530004,390,36099.87999999997,92.56379487179478,1.0684931506849316
1009530082,FEMALE,25.56,1,0.0,15399.0,4,0,1009530082,386,13019.880000000005,33.73025906735752,1.0575342465753426
1009530160,FEMALE,61.84,4,7843.0,57468.0,2,0,1009530160,382,14450.779999999993,37.82926701570679,1.0465753424657533
1009530238,MALE,55.43,4,9748.0,54655.0,2,0,1009530238,480,16029.76,33.39533333333333,1.3150684931506849
1009530300,MALE,63.09,1,0.0,16106.0,4,1,1009530300,252,8432.109999999997,33.460753968253954,0.6904109589041096
1009530316,MALE,50.21,1,0.0,31923.0,4,0,1009530316,316,13055.440000000004,41.31468354430381,0.8657534246575342
1009530394,FEMALE,25.0,4,0.0,17191.0,2,1,1009530394,134,8412.799999999996,62.78208955223877,0.36712328767123287
1009530470,MALE,34.01,1,0.0,17001.0,1,1,1009530470,242,7672.7099999999955,31.70541322314048,0.663013698630137
1009530472,FEMALE,89.95,4,0.0,20147.0,5,0,1009530472,10,780.9599999999999,78.09599999999999,0.0273972602739726
1009530550,FEMALE,49.63,1,0.0,20815.0,0,0,1009530550,486,17796.940000000002,36.61921810699589,1.3315068493150686
1009530628,FEMALE,59.38,4,0.0,28380.0,2,0,1009530628,512,17647.76000000001,34.46828125000002,1.4027397260273973
1009530706,MALE,23.05,1,0.0,15927.0,1,0,1009530706,74,3054.0399999999995,41.2708108108108,0.20273972602739726
1009530720,MALE,41.05,1,0.0,17576.0,2,0,1009530720,253,8776.810000000001,34.69094861660079,0.6931506849315069
1009530740,MALE,24.95,1,0.0,21783.0,3,0,1009530740,253,10680.740000000003,42.21636363636365,0.6931506849315069
1009530784,FEMALE,73.42,1,0.0,31532.0,2,0,1009530784,514,19525.059999999987,37.98649805447468,1.4082191780821918
1009530862,FEMALE,48.6,4,0.0,20440.0,0,1,1009530862,512,18600.119999999988,36.32835937499998,1.4027397260273973
1009530940,MALE,40.84,1,0.0,20038.0,4,0,1009530940,310,7694.899999999996,24.822258064516117,0.8493150684931506
1009531000,FEMALE,31.25,2,70986.0,91118.0,1,1,1009531000,88,7110.349999999999,80.79943181818182,0.2410958904109589
1009531018,MALE,33.12,2,7992.0,39512.0,2,0,1009531018,484,18996.040000000015,39.24801652892565,1.326027397260274
1009531096,FEMALE,46.25,4,0.0,13152.0,4,0,1009531096,486,18148.09999999998,37.341769547325065,1.3315068493150686
1009531174,MALE,30.84,3,71442.0,121544.0,2,0,1009531174,276,16171.24,58.591449275362315,0.7561643835616438
1009531252,MALE,56.64,1,0.0,20795.0,0,0,1009531252,206,26608.98000000001,129.16980582524278,0.5643835616438356
1009531270,MALE,63.45,3,100748.0,121410.0,3,1,1009531270,80,6409.910000000001,80.12387500000001,0.2191780821917808
1009531330,MALE,39.29,1,0.0,14871.0,1,1,1009531330,472,16666.33999999998,35.31004237288131,1.2931506849315069
1009531408,MALE,37.71,1,0.0,33661.0,2,0,1009531408,312,16173.359999999997,51.8376923076923,0.8547945205479452
1009531486,FEMALE,37.63,1,0.0,25923.0,3,0,1009531486,168,6849.880000000001,40.773095238095244,0.4602739726027397
1009531560,FEMALE,22.76,1,0.0,18364.0,1,1,1009531560,240,8030.910000000003,33.46212500000001,0.6575342465753424
1009531564,MALE,53.55,4,0.0,13985.0,3,0,1009531564,482,16428.96000000001,34.08497925311205,1.3205479452054794
1009531610,FEMALE,33.42,1,0.0,21143.0,0,1,1009531610,237,8795.43,37.111518987341775,0.6493150684931507
1009531642,MALE,72.77,1,0.0,20381.0,2,0,1009531642,588,81376.19999999997,138.39489795918362,1.610958904109589
