cont_id,total_txns,gender,age_years,highest_edu,annual_invest,annual_income,activity_level,churn,record_id,total_txn_amount,avg_txn_amount,avg_daily_txns
1009535434,0,48.6,1,0,25468,5,0,1009535434,5661.01,0.40273973,147,38.510273
1009525965,0,75.03,1,0,19014,0,0,1009525965,9364.85,0.70958906,259,36.157722
1009526025,0,54.99,2,116344,94841,1,0,1009526025,642.43,0.057534248,21,30.591906
1009530862,0,48.6,4,0,20440,0,1,1009530862,18600.12,1.4027398,512,36.328358
1009531330,1,39.29,1,0,14871,1,1,1009531330,16666.34,1.2931507,472,35.310043
1009532931,1,49.27,4,0,17534,3,0,1009532931,8617.16,0.6246575,228,37.794563
1009533465,0,35.71,2,8282,49588,1,1,1009533465,4158.38,0.36712328,134,31.032686
1009534993,1,83.14,1,0,33924,3,0,1009534993,11164.45,0.43561643,159,70.21667
1009535374,1,34.89,1,0,14165,3,1,1009535374,10431.25,0.6821918,249,41.89257
1009533202,1,42.17,4,0,18127,3,0,1009533202,13912.98,1.3369863,488,28.510204
1009533507,0,40.12,4,12053,26802,0,1,1009533507,8395.28,0.6328767,231,36.343204
1009535023,0,46.89,1,0,13166,0,1,1009535023,7636.34,0.6438356,235,32.495064
1009526079,1,58.44,1,0,20879,3,0,1009526079,1608.66,0.17534247,64,25.135313
1009532800,1,45.09,2,112567,99407,5,0,1009532800,18049.94,0.53424656,195,92.5638
1009532963,0,70.25,4,0,20030,2,0,1009532963,24415.27,0.74520546,272,89.762024
1009525995,0,63.73,4,0,20591,2,0,1009525995,40754.72,0.81369865,297,137.22128
1009526007,0,57.72,1,0,14946,2,0,1009526007,5814.54,0.4410959,161,36.115154
1009532982,0,39.24,1,0,22300,2,0,1009532982,4336.73,0.26849315,98,44.252346
1009533152,0,67.31,1,0,18035,1,0,1009533152,7242.74,0.509589,186,38.93946
1009533171,1,40.3,4,13197,62231,4,0,1009533171,3594.68,0.24383561,89,40.389664
1009535245,0,65.83,4,0,17235,0,0,1009535245,7500.45,0.6164383,225,33.335335
1009533045,0,68.74,1,0,31361,0,0,1009533045,15451.65,0.49863014,182,84.89918
1009534684,0,35.8,1,0,24146,4,0,1009534684,10116.6,1.0027397,366,27.640984
1009525839,0,36.12,1,0,15069,3,0,1009525839,8192.55,0.65753424,240,34.135624
1009528570,1,32.72,4,8824,57497,2,0,1009528570,7926.84,0.2547945,93,85.23484
1009533219,0,69.36,1,0,19134,0,0,1009533219,10580.24,0.63835615,233,45.408756
1009535317,0,87.22,2,98712,69971,0,0,1009535317,9969.34,0.7150685,261,38.196705
1009525863,1,22.29,1,0,16832,2,1,1009525863,9598.11,0.35068494,128,74.98524
1009526076,0,27.54,1,0,22912,4,1,1009526076,7343.83,0.5205479,190,38.651737
1009533156,0,53.03,4,0,34289,2,0,1009533156,7487.55,0.4958904,181,41.36768
1009535206,0,62.96,5,118332,453591,2,0,1009535206,15157.62,0.6657534,243,62.377037
1009535230,0,28.92,1,0,21211,1,1,1009535230,9366.02,0.64657533,236,39.686527
1009535281,0,28.9,4,6754,56173,2,1,1009535281,15369.45,0.68767124,251,61.23287
1009535410,0,44.11,1,0,22271,0,1,1009535410,8870.07,0.6,219,40.5026
1009529830,1,41.58,1,0,13470,5,0,1009529830,6457.58,0.66849315,244,26.465492
1009533098,0,56.45,4,0,17613,5,0,1009533098,3049.68,0.20547946,75,40.6624
1009533312,1,52.58,1,0,19920,2,0,1009533312,2116.7,0.12876712,47,45.03617
1009533321,1,21.73,1,0,18079,2,0,1009533321,9214.51,0.63013697,230,40.063087
1009534927,0,47.2,1,0,29720,2,0,1009534927,14232.62,0.6410959,234,60.823162
1009535425,0,34.59,4,0,21042,1,0,1009535425,10915.54,0.6410959,234,46.647606
1009550520,1,49.65,4,0,13865,0,1,1009550520,7757.79,0.70684934,258,30.068953
1009578130,1,51.61,1,0,19129,3,0,1009578130,3589.87,0.27671233,101,35.543266
1009526028,0,39.86,4,0,19328,4,0,1009526028,18590.51,0.54246575,198,93.891464
1009531730,1,63.83,4,0,18073,2,1,1009531730,15515.58,1.4136987,516,30.068953
1009532975,0,72.94,1,0,21145,3,0,1009532975,2824.21,0.20273973,74,38.165
1009533090,1,53.67,4,0,17089,2,0,1009533090,12223.53,0.83835614,306,39.946175
1009533209,1,65.14,1,0,20837,4,0,1009533209,11069.76,0.4712329,172,64.35907
1009526790,0,49.05,1,0,16009,2,0,1009526790,3824.6,0.30136988,110,34.769093
1009531564,1,53.55,4,0,13985,3,0,1009531564,16428.96,1.3205479,482,34.08498
1009532928,0,22.84,1,0,13929,1,1,1009532928,2037.49,0.21643835,79,25.791012
1009534873,0,31.72,1,0,21370,2,0,1009534873,15056.97,0.64931506,237,63.53152
1009535095,1,54.48,4,0,21306,5,0,1009535095,10771.31,0.6520548,238,45.257607
1009535290,0,82.08,4,0,37758,1,0,1009535290,7565.56,0.6712329,245,30.879837
1009547990,0,42.58,1,0,17407,1,0,1009547990,8823.88,0.7013699,256,34.46828
1009532925,0,41.57,4,13666,51638,2,0,1009532925,6869.8,0.48219177,176,39.032955
1009532942,1,54.89,2,102633,109487,4,0,1009532942,15549.84,1.3479452,492,31.605366
1009533212,0,55.29,1,0,19582,0,0,1009533212,5909.09,0.2931507,107,55.22514
1009533252,1,48.88,1,0,18628,3,0,1009533252,5513.2,0.41095892,150,36.754665
1009533350,1,67.82,1,0,19670,5,0,1009533350,2110.93,0.19452055,71,29.73141
1009534921,0,47.03,4,8218,49780,0,1,1009534921,15907.69,0.51232874,187,85.06786
1009535182,0,43,1,0,16272,3,0,1009535182,5954.53,0.35068494,128,46.519764
1009525992,0,30.15,1,0,17246,2,1,1009525992,8147.86,0.6520548,238,34.234707
1009533371,1,49.59,1,0,22620,1,0,1009533371,5351.05,0.43561643,159,33.654404
1009533449,0,26.28,2,14001,38455,4,0,1009533449,11935.18,0.4712329,172,69.39058
1009533555,1,46.09,1,0,21451,2,0,1009533555,9524.08,0.509589,186,51.20473
1009535236,0,22.94,2,91872,62673,3,0,1009535236,2548.91,0.21369863,78,32.678333
1009531096,0,46.25,4,0,13152,4,0,1009531096,18148.1,1.3315068,486,37.34177
1009533309,0,80.76,4,0,16478,2,0,1009533309,2083.22,0.15068494,55,37.876728
1009534903,0,43.96,1,0,21001,4,0,1009534903,2663.1,0.22465754,82,32.47683
1009535143,0,40.6,1,0,14238,1,0,1009535143,7579.55,0.6410959,234,32.39124
1009525815,1,44.76,4,13635,31180,2,1,1009525815,7571.31,0.6958904,254,29.808308
1009530940,1,40.84,1,0,20038,4,0,1009530940,7694.9,0.84931505,310,24.822258
1009532946,0,57.08,2,12921,53751,1,0,1009532946,7333.12,0.6438356,235,31.204765
1009533386,0,27.33,1,0,19238,3,1,1009533386,5992.25,0.44931507,164,36.53811
1009525905,0,37.55,1,0,18751,4,0,1009525905,6975.82,0.23561645,86,81.11419
1009525971,1,26.19,4,0,15629,1,1,1009525971,9543.3,0.6712329,245,38.952244
1009533195,0,41.92,1,0,16255,2,1,1009533195,6872.44,0.62739724,229,30.010654
1009535161,0,26.06,1,0,18231,2,1,1009535161,13839.52,0.7041096,257,53.850273
1009535173,0,60.74,1,0,15143,2,0,1009535173,7831.78,0.6739726,246,31.836504
1009526112,0,46.46,2,93613,137448,4,0,1009526112,5258.27,0.51232874,187,28.119091
1009533009,0,22.84,2,95599,92734,2,0,1009533009,17118.78,0.67945206,248,69.027336
1009533254,0,56.6,4,0,16668,2,0,1009533254,6540.55,0.51232874,187,34.976204
1009533302,1,41.43,1,0,14564,4,0,1009533302,6265.24,0.25205478,92,68.10043
1009526070,0,56.61,1,0,19019,1,1,1009526070,12703.55,0.6712329,245,51.851223
1009529926,1,49.51,1,0,34859,2,0,1009529926,12859.74,0.83287674,304,42.301777
1009533531,1,30.06,1,0,19367,4,0,1009533531,7410.81,0.53424656,195,38.004154
1009548690,0,67.14,1,0,21107,3,0,1009548690,9074.05,0.6657534,243,37.34177
1009578840,0,48.45,1,0,13039,1,0,1009578840,5088.76,0.5068493,185,27.506811
1009526580,1,85.43,1,0,16787,4,0,1009526580,1353.68,0.13150685,48,28.201666
1009531670,0,50.28,1,0,20313,4,0,1009531670,2933.53,0.23287672,85,34.51212
1009534954,0,57.58,1,0,29376,1,0,1009534954,5551.72,0.42739725,156,35.587948
1009535368,1,44.78,4,0,14836,5,0,1009535368,2104.88,0.101369865,37,56.88865
1009529224,1,47.97,1,0,14028,0,1,1009529224,21361.48,1.3863014,506,42.216362
1009533008,1,39.13,4,0,13911,2,0,1009533008,17148.3,0.6821918,249,68.868675
1009534852,1,40.04,4,9837,44792,4,0,1009534852,2643.26,0.19178082,70,37.760857
1009535074,0,36.83,4,0,13044,0,1,1009535074,7997.21,0.57260275,209,38.264164
